Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win/Loss (Fighter1),Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Derrick Lewis,Aleksei Oleinik,Heavyweight,KO/TKO Punches,2,0:21,Win,69%,39,27,12,0,2.43,50%,2.48,40%,0.53,26%,53%,0,77%,78,60,17,1,3.29,48%,3.8,44%,1.82,46%,37%,1.9
Chris Weidman,Omari Akhmedov,Middleweight,U-DEC,3,5:00,Win,70%,23,16,7,0,3.18,45%,3.22,51%,3.44,42%,65%,0.8,75%,28,21,6,1,2.97,34%,2.84,55%,2.58,45%,65%,0.2
Darren Stewart,Maki Pitolo,Middleweight,SUB Guillotine Choke,1,3:41,Win,60%,20,12,8,0,3.05,45%,3.29,48%,1.75,45%,67%,0.1,59%,22,13,9,0,4.1,44%,3.93,55%,2.24,52%,50%,0.8
Yana Santos,Julija Stoliarenko,Women's Bantamweight,U-DEC,3,5:00,Win,64%,22,14,8,0,4.16,56%,3.03,50%,1.11,53%,42%,0.1,50%,22,11,9,2,2.49,39%,4.54,46%,0.93,27%,54%,1.7
Beneil Dariush,Scott Holtzman,Lightweight,KO/TKO Spinning Back Fist,1,4:38,Win,76%,29,22,6,1,3.78,48%,2.65,57%,1.9,34%,80%,0.9,70%,20,14,6,0,4.32,47%,3.66,55%,1.88,56%,67%,0.2
Tim Means,Laureano Staropoli,Welterweight,U-DEC,3,5:00,Win,69%,48,33,15,0,5.1,49%,3.65,60%,1.16,42%,65%,0.2,64%,14,9,5,0,3.31,34%,3.73,54%,0.83,26%,48%,0
Kevin Holland,Joaquin Buckley,Middleweight,KO/TKO Punch,3,0:32,Win,69%,36,25,11,0,4.24,49%,3.19,50%,0.85,38%,54%,0.6,75%,24,18,6,0,4.06,34%,3.26,58%,1.4,36%,69%,0
Nasrat Haqparast,Alexander Munoz,Lightweight,U-DEC,3,5:00,Win,76%,21,16,5,0,5.78,44%,5.25,64%,0.31,20%,78%,0,78%,9,7,2,0,3.7,42%,4.73,55%,3,40%,100%,0
Andrew Sanchez,Wellington Turman,Middleweight,KO/TKO Punch,1,4:14,Win,65%,20,13,7,0,4.3,43%,5.1,50%,2.55,36%,100%,0,69%,26,18,8,0,3.23,51%,4.17,45%,1.55,20%,42%,0.8
Gavin Tucker,Justin Jaynes,Featherweight,SUB Rear Naked Choke,3,1:43,Win,81%,16,13,3,0,4.29,44%,4.18,57%,3.13,44%,53%,1.5,67%,24,16,8,0,3.34,44%,5.33,62%,0.75,40%,20%,1.1
Youssef Zalal,Peter Barrett,Featherweight,U-DEC,3,5:00,Win,70%,20,14,5,1,2.88,49%,1.73,65%,2.28,34%,60%,1.3,69%,16,11,5,0,4.18,61%,4.32,42%,1.39,22%,66%,0
Irwin Rivera,Ali AlQaisi,Bantamweight,S-DEC,3,5:00,Win,63%,16,10,6,0,3.36,44%,5.07,57%,1,16%,70%,0,62%,13,8,5,0,2.43,42%,1.97,56%,3.5,29%,60%,1
Derek Brunson,Edmen Shahbazyan,Middleweight,KO/TKO Punches,3,0:26,Win,72%,32,23,9,0,3.51,47%,3.05,51%,3.14,33%,85%,0.6,76%,17,13,4,0,3.6,52%,4.09,45%,2.24,38%,63%,0.6
Jennifer Maia,Joanne Wood,Women's Flyweight,SUB Armbar,1,4:29,Win,66%,32,21,10,1,4.35,38%,4.52,55%,0.42,27%,58%,0.1,68%,25,17,8,0,7.1,51%,4.89,51%,1.52,55%,58%,0.3
Vicente Luque,Randy Brown,Welterweight,KO/TKO Knee,2,4:56,Win,67%,33,22,10,1,5.07,52%,5.21,52%,1,53%,62%,0.6,78%,23,18,5,0,4.37,46%,3.33,54%,0.78,39%,74%,0.5
Bobby Green,Lando Vannata,Lightweight,U-DEC,3,5:00,Win,68%,47,32,15,0,6.45,52%,3.75,62%,1.19,38%,74%,0.3,57%,21,12,7,2,4.52,45%,4.76,55%,1.09,37%,69%,0.3
Jonathan Martinez,Frankie Saenz,Bantamweight,KO/TKO Knee,3,0:57,Win,83%,23,19,4,0,4.64,50%,3.76,58%,0.44,41%,69%,0.1,65%,20,13,7,0,3.94,47%,3.5,52%,1.74,31%,61%,0.1
Nate Maness,Johnny Munoz,Featherweight,U-DEC,3,5:00,Win,83%,18,15,3,0,2.33,48%,4.29,40%,0.87,75%,78%,0.3,75%,16,12,4,0,2.44,36%,2.66,55%,2.4,25%,45%,1.8
Jamall Emmers,Vince Cachero,Featherweight,U-DEC,3,5:00,Win,71%,28,20,8,0,5.3,48%,4.05,57%,1.83,40%,90%,0.2,64%,11,7,4,0,3.29,45%,6.51,43%,0,0%,18%,0.5
Chris Gutierrez,Cody Durden,Bantamweight,U-DEC,3,5:00,Draw,71%,28,20,6,2,4.8,58%,2.79,63%,0.28,30%,69%,0.1,73%,22,16,5,1,3.16,51%,2.89,51%,4.84,50%,66%,0.3
Robert Whittaker,Darren Till,Middleweight,U-DEC,5,5:00,Win,79%,33,26,7,0,4.57,42%,3.45,59%,0.81,38%,82%,0,75%,24,18,5,1,2.3,46%,3.31,56%,0.55,46%,69%,0
Mauricio Rua,Rogerio Nogueira,Light Heavyweight,S-DEC,3,5:00,Win,64%,42,27,14,1,3.57,50%,2.79,54%,2.01,48%,49%,0.7,70%,33,23,10,0,2.43,35%,2.34,59%,0.64,44%,62%,0.8
Fabricio Werdum,Alexander Gustafsson,Heavyweight,SUB Armbar,1,2:30,Win,71%,34,24,9,1,3.59,52%,2.64,55%,1.75,31%,31%,1.2,69%,26,18,8,0,4.03,40%,3.53,51%,1.53,39%,83%,0.4
Carla Esparza,Marina Rodriguez,Women's Strawweight,S-DEC,3,5:00,Win,74%,27,20,7,0,2.16,40%,2.69,55%,3.22,35%,47%,0.3,74%,23,17,4,2,4.82,47%,3.12,55%,0.23,42%,65%,0.2
Paul Craig,Gadzhimurad Antigulov,Light Heavyweight,SUB Triangle Choke,1,2:06,Win,68%,25,17,7,1,2.42,46%,2.86,45%,1.76,22%,37%,1.6,71%,28,20,8,0,2.08,55%,4.21,40%,5.08,36%,0%,1.4
Alex Oliveira,Peter Sobotta,Welterweight,U-DEC,3,5:00,Win,65%,34,22,12,0,2.99,51%,2.55,46%,2.35,38%,63%,0.6,68%,25,17,7,1,2.14,40%,2.9,58%,1.53,32%,77%,0.5
Khamzat Chimaev,Rhys McKee,Welterweight,KO/TKO Punches,1,3:09,Win,100%,13,13,0,0,5.72,58%,3.46,42%,3.99,46%,100%,2.7,65%,20,13,6,1,4.8,45%,7.85,42%,0,0%,41%,0
Francisco Trinaldo,Jai Herbert,Lightweight,KO/TKO Punch,3,1:30,Win,76%,37,28,9,0,3.13,45%,2.67,60%,0.98,42%,60%,0.5,67%,18,12,5,1,2.69,41%,3.15,45%,0.2,10%,57%,0
Nicolas Dalby,Jesse Ronson,Welterweight,Overturned Rear Naked Choke,1,2:48,NC,85%,27,23,4,0,4.03,43%,3.43,52%,1.11,30%,60%,0.1,64%,33,21,12,0,3.54,47%,3.39,57%,0.46,28%,57%,0.5
Tom Aspinall,Jake Collier,Heavyweight,KO/TKO Punches,1,0:45,Win,82%,17,14,3,0,7.72,66%,2.77,66%,3.46,100%,100%,1.7,57%,23,13,10,0,5.8,44%,5.08,50%,0.71,33%,67%,0.6
Movsar Evloev,Mike Grundy,Featherweight,U-DEC,3,5:00,Win,100%,18,18,0,0,4.43,48%,2.89,61%,4.75,46%,71%,0.2,75%,16,12,4,0,2.09,45%,4.45,56%,4.06,28%,50%,0.4
Tanner Boser,Raphael Pessoa,Heavyweight,KO/TKO Punch,2,2:36,Win,66%,32,21,10,1,4.7,52%,2.75,58%,0,0%,63%,0,83%,12,10,2,0,2.16,26%,3.43,42%,0,0%,100%,0
Pannie Kianzad,Bethe Correia,Women's Bantamweight,U-DEC,3,5:00,Win,68%,25,17,8,0,4.74,49%,3.67,53%,0.46,33%,66%,0.1,61%,18,11,6,1,4.37,43%,4.93,56%,0.39,18%,85%,0
Ramazan Emeev,Niklas Stolze,Welterweight,U-DEC,3,5:00,Win,77%,26,20,6,0,2.53,45%,2.14,65%,2.37,29%,66%,0.7,67%,18,12,6,0,2.12,48%,2.25,49%,0.66,100%,55%,0.7
Nathaniel Wood,John Castaneda,Bantamweight,U-DEC,3,5:00,Win,77%,26,20,6,0,5.91,50%,4.22,56%,1.74,48%,70%,0.5,78%,27,21,6,0,4.79,50%,4.99,56%,1.92,37%,71%,0.2
Deiveson Figueiredo,Joseph Benavidez,Flyweight,SUB Rear Naked Choke,1,4:48,Win,85%,27,23,3,1,3.01,55%,3.38,50%,1.65,42%,58%,1.7,78%,36,28,8,0,3.52,34%,2.67,61%,1.41,30%,62%,0.6
Jack Hermansson,Kelvin Gastelum,Middleweight,SUB Heel Hook,1,1:18,Win,75%,32,24,8,0,5.09,44%,3.69,56%,1.53,30%,80%,0.4,67%,27,18,9,0,3.55,41%,3.23,58%,0.96,30%,59%,0.1
Rafael Fiziev,Marc Diakiese,Lightweight,U-DEC,3,5:00,Win,80%,15,12,3,0,4.9,51%,4.97,49%,0.29,40%,89%,0,71%,24,17,7,0,2.54,40%,2.64,52%,3.29,43%,66%,0
Ariane Lipski,Luana Carolina,Women's Flyweight,SUB Kneebar,1,1:28,Win,68%,25,17,8,0,4.27,40%,4.23,52%,0.64,55%,79%,0.4,71%,14,10,4,0,4.63,49%,3.63,49%,0.38,42%,76%,0.6
Askar Askarov,Alexandre Pantoja,Flyweight,U-DEC,3,5:00,Win,88%,16,14,1,1,3.05,54%,2.8,57%,2.6,24%,66%,0.4,84%,32,27,5,0,4.32,49%,3.9,50%,2.2,48%,67%,1
Roman Dolidze,Khadis Ibragimov,Light Heavyweight,KO/TKO Knee,1,4:15,Win,80%,15,12,3,0,2.62,39%,3.36,51%,1.3,40%,33%,1.3,67%,12,8,4,0,3.55,49%,4.26,47%,0.97,30%,80%,0.3
Grant Dawson,Nad Narimani,Catch Weight,U-DEC,3,5:00,Win,87%,23,20,2,1,2.97,51%,2.27,45%,3.68,36%,40%,1.5,75%,16,12,4,0,3.33,42%,3,58%,1.92,41%,70%,0
Joel Alvarez,Joe Duffy,Lightweight,SUB Guillotine Choke,1,2:25,Win,87%,23,20,3,0,3.65,46%,3.37,50%,0,0%,11%,1.3,76%,21,16,5,0,2.68,34%,3.78,54%,0.96,66%,64%,0.7
Brett Johns,Montel Jackson,Bantamweight,U-DEC,3,5:00,Win,89%,19,17,2,0,2.86,49%,3.84,53%,4.92,49%,58%,1,87%,15,13,2,0,3.36,53%,1.41,64%,3.42,71%,69%,0.3
Amir Albazi,Malcolm Gordon,Bantamweight,SUB Triangle Choke,1,4:42,Win,94%,18,17,1,0,2.8,39%,3.07,63%,1.71,33%,40%,0.7,64%,22,14,8,0,2.5,45%,2,43%,1.72,35%,26%,1
Arman Tsarukyan,Davi Ramos,Lightweight,U-DEC,3,5:00,Win,88%,25,22,3,0,3.79,48%,1.84,53%,3.25,37%,75%,0,71%,14,10,4,0,2.64,37%,3.44,56%,1.95,40%,83%,0.6
Serghei Spivac,Carlos Felipe,Heavyweight,M-DEC,3,5:00,Win,80%,20,16,4,0,3.54,49%,3.79,49%,4.56,64%,70%,0.5,85%,13,11,2,0,4.88,45%,5.6,50%,0,0%,72%,0
Calvin Kattar,Dan Ige,Featherweight,U-DEC,5,5:00,Win,74%,31,23,8,0,4.76,39%,6.75,54%,0.39,29%,72%,0.1,72%,25,18,7,0,3.76,45%,3.52,57%,1.06,26%,58%,0.3
Tim Elliott,Ryan Benoit,Flyweight,U-DEC,3,5:00,Win,60%,35,21,13,1,3.39,44%,2.66,56%,3.73,47%,59%,1,56%,18,10,8,0,2.88,39%,3.65,58%,0.28,22%,72%,0.4
Jimmie Rivera,Cody Stamann,Featherweight,U-DEC,3,5:00,Win,82%,28,23,5,0,4.03,40%,3.9,60%,0.88,27%,92%,0.1,75%,28,21,6,1,4.39,47%,3.63,62%,2.34,39%,76%,0
Taila Santos,Molly McCann,Women's Flyweight,U-DEC,3,5:00,Win,86%,22,19,3,0,3.39,48%,2.64,58%,2,76%,86%,1.1,70%,20,14,6,0,5.79,49%,4.94,63%,1.82,38%,43%,0.6
Mounir Lazzez,Abdul Razak Alhassan,Welterweight,U-DEC,3,5:00,Win,79%,14,11,3,0,7.49,55%,5.42,53%,1.8,57%,71%,0,67%,18,12,6,0,3.37,48%,3.99,55%,0.89,38%,50%,0.2
Khamzat Chimaev,John Phillips,Middleweight,SUB D'Arce Choke,2,1:12,Win,100%,13,13,0,0,5.72,58%,3.46,42%,3.99,46%,100%,2.7,67%,33,22,11,0,1.72,34%,4.03,49%,0,0%,7%,0
Lerone Murphy,Ricardo Ramos,Featherweight,KO/TKO Punches,1,4:18,Win,93%,14,13,0,1,3.65,50%,2.4,56%,1.29,46%,46%,0.9,73%,22,16,6,0,3.21,37%,3.74,57%,3.02,60%,72%,0.7
Modestas Bukauskas,Andreas Michailidis,Light Heavyweight,KO/TKO,1,5:00,Win,71%,21,15,6,0,3.28,41%,3.87,50%,0,0%,71%,0,68%,19,13,6,0,2.9,51%,3.57,44%,1.12,27%,50%,0
Jared Gordon,Chris Fishgold,Featherweight,U-DEC,3,5:00,Win,77%,26,20,6,0,5.39,57%,3.4,57%,1.95,40%,62%,0,78%,23,18,4,1,2.01,32%,2.7,46%,2.59,46%,44%,1.3
Liana Jojua,Diana Belbita,Women's Flyweight,SUB Armbar,1,2:43,Win,62%,13,8,5,0,2.42,30%,5.32,54%,1.71,66%,50%,1.3,63%,24,15,9,0,6.54,42%,6.55,51%,0.91,62%,65%,0
Jack Shore,Aaron Phillips,Bantamweight,SUB Rear Naked Choke,2,2:29,Win,94%,18,17,1,0,3.84,58%,2.2,57%,3.42,40%,79%,0.7,71%,17,12,5,0,1.51,53%,3.66,43%,0.86,50%,44%,0.6
Kamaru Usman,Jorge Masvidal,Welterweight,U-DEC,5,5:00,Win,83%,24,20,4,0,4.36,52%,2.74,54%,2.82,45%,89%,0.1,67%,52,35,17,0,4.05,47%,3.05,64%,1.38,59%,72%,0.3
Alexander Volkanovski,Max Holloway,Featherweight,S-DEC,5,5:00,Win,87%,30,26,4,0,6.16,56%,3.44,58%,1.78,37%,70%,0.2,79%,33,26,7,0,7.17,48%,4.72,59%,0.25,53%,84%,0.3
Petr Yan,Jose Aldo,Bantamweight,KO/TKO Punches,5,3:24,Win,77%,22,17,5,0,5.14,53%,4.36,58%,1.73,51%,85%,0.1,79%,39,31,8,0,3.57,46%,3.74,60%,0.49,54%,91%,0.1
Rose Namajunas,Jessica Andrade,Women's Strawweight,S-DEC,3,5:00,Win,68%,19,13,6,0,3.69,41%,3.51,63%,1.38,47%,59%,0.5,68%,38,26,12,0,6.62,50%,5.37,55%,2.37,55%,72%,0.3
Amanda Ribas,Paige VanZant,Women's Flyweight,SUB Armbar,1,2:21,Win,71%,17,12,5,0,4.63,40%,3.4,61%,2.07,51%,85%,0.7,62%,13,8,5,0,3.35,52%,2.62,42%,1.27,33%,34%,1
Jiri Prochazka,Volkan Oezdemir,Light Heavyweight,KO/TKO Punch,2,0:49,Win,86%,35,30,4,1,5.75,56%,5.43,41%,0.79,60%,68%,0.3,73%,26,19,7,0,4.59,47%,3.92,55%,0.57,33%,80%,0.1
Muslim Salikhov,Elizeu Zaleski dos Santos,Welterweight,S-DEC,3,5:00,Win,79%,24,19,5,0,3.36,51%,2.94,62%,1.27,40%,73%,0,75%,32,24,7,1,4.52,42%,3.33,57%,0.43,13%,68%,0.4
Makwan Amirkhani,Danny Henry,Featherweight,SUB Anaconda Choke,1,3:15,Win,65%,26,17,9,0,1.33,44%,2.98,46%,3.96,43%,35%,1.1,75%,16,12,4,0,5.2,51%,4.16,45%,0.74,33%,50%,2.2
Leonardo Santos,Roman Bogatov,Lightweight,U-DEC,3,5:00,Win,69%,26,18,7,1,2.82,46%,3.4,54%,0.88,25%,86%,0.2,91%,11,10,1,0,3.33,42%,4.4,44%,1,9%,50%,0
Marcin Tybura,Maxim Grishin,Heavyweight,U-DEC,3,5:00,Win,76%,33,25,8,0,3.6,48%,3.35,55%,1.43,33%,79%,0.1,73%,44,32,10,2,3.26,52%,2.27,58%,0.21,16%,66%,0
Raulian Paiva,Zhalgas Zhumagulov,Flyweight,U-DEC,3,5:00,Win,81%,26,21,5,0,4.14,42%,5.01,48%,0.65,23%,77%,0.2,61%,23,14,9,0,5.24,43%,5.86,52%,1.3,19%,75%,0.2
Karol Rosa,Vanessa Melo,Women's Bantamweight,U-DEC,3,5:00,Win,74%,23,17,6,0,6.34,56%,4.78,49%,1.22,45%,68%,0,58%,19,11,8,0,3.48,30%,6.13,59%,0,0%,71%,0
Davey Grant,Martin Day,Bantamweight,KO/TKO Punch,3,2:38,Win,68%,22,15,7,0,4.77,42%,3.82,55%,1.26,41%,61%,0.2,57%,14,8,6,0,3.97,45%,3.79,53%,0.72,60%,65%,0.5
Dustin Poirier,Dan Hooker,Lightweight,U-DEC,5,5:00,Win,79%,38,30,8,0,5.45,51%,4.36,53%,1.33,36%,63%,1.4,66%,35,23,12,0,5.08,48%,4.76,51%,0.79,34%,80%,0.4
Mike Perry,Mickey Gall,Welterweight,U-DEC,3,5:00,Win,64%,22,14,8,0,4.32,47%,5.16,52%,0.81,40%,78%,0.2,58%,12,7,5,0,2.94,46%,4.25,49%,1.21,30%,36%,1.9
Maurice Greene,Gian Villante,Heavyweight,SUB Arm Triangle,3,3:44,Win,56%,16,9,7,0,3.28,45%,3.61,45%,0,0%,27%,0.4,55%,31,17,14,0,4.38,44%,5.47,55%,0.45,23%,83%,0
Brendan Allen,Kyle Daukaus,Middleweight,U-DEC,3,5:00,Win,83%,29,24,5,0,3.98,53%,3.83,47%,1.74,47%,58%,1.4,73%,15,11,4,0,3.22,52%,2.94,42%,2.12,25%,82%,1.9
Takashi Sato,Jason Witt,Welterweight,KO/TKO Punches,1,0:48,Win,70%,23,16,7,0,2.21,41%,3.73,44%,0.76,37%,60%,0,68%,28,19,9,0,2.15,44%,2.54,52%,6.9,48%,100%,0.9
Julian Erosa,Sean Woodson,Catch Weight,SUB D'Arce Choke,3,2:44,Win,71%,41,29,12,0,6.14,48%,6.29,47%,1.63,46%,58%,0.8,85%,13,11,1,1,5.4,46%,4,58%,0.76,62%,84%,0.5
Khama Worthy,Luis Pena,Lightweight,SUB Guillotine Choke,3,2:53,Win,64%,25,16,9,0,4.18,48%,4.45,46%,0,0%,57%,0.7,75%,12,9,3,0,3.66,46%,3.12,51%,1.17,33%,48%,1.2
Tanner Boser,Philipe Lins,Heavyweight,KO/TKO Punches,1,2:41,Win,66%,32,21,10,1,4.7,52%,2.75,58%,0,0%,63%,0,78%,23,18,5,0,3.8,49%,3.59,46%,1.65,33%,100%,0
Kay Hansen,Jinh Yu Frey,Women's Strawweight,SUB Armbar,3,2:26,Win,54%,13,7,6,0,3.01,50%,3.19,51%,1.83,22%,37%,0.8,52%,21,11,10,0,2.97,43%,4.23,52%,1.02,36%,90%,0.3
Youssef Zalal,Jordan Griffin,Featherweight,U-DEC,3,5:00,Win,70%,20,14,5,1,2.88,49%,1.73,65%,2.28,34%,60%,1.3,67%,27,18,9,0,2.52,46%,3.02,50%,1.45,35%,42%,1.9
Curtis Blaydes,Alexander Volkov,Heavyweight,U-DEC,5,5:00,Win,82%,22,18,4,0,3.53,50%,1.83,59%,5.72,53%,31%,0,79%,47,37,10,0,5.1,57%,3,54%,0.49,63%,73%,0.2
Josh Emmett,Shane Burgos,Featherweight,U-DEC,3,5:00,Win,83%,23,19,4,0,4.04,36%,4.61,61%,0.91,37%,46%,0.1,83%,18,15,3,0,7.4,52%,6.78,56%,0.43,44%,91%,0.4
Raquel Pennington,Marion Reneau,Women's Bantamweight,U-DEC,3,5:00,Win,64%,25,16,9,0,4.14,52%,3.29,60%,0.9,27%,63%,0.7,50%,18,9,8,1,3.2,41%,3.52,59%,0.62,63%,50%,0.8
Belal Muhammad,Lyman Good,Welterweight,U-DEC,3,5:00,Win,88%,26,23,3,0,4.55,43%,3.64,57%,1.98,35%,93%,0.2,78%,27,21,6,0,5.34,48%,4.01,63%,0.27,100%,75%,0
Jim Miller,Roosevelt Roberts,Catch Weight,SUB Armbar,1,2:25,Win,67%,55,37,18,0,2.99,42%,3.5,56%,1.53,44%,47%,1.7,71%,17,12,5,0,3.05,44%,3.12,52%,1.39,29%,52%,0.9
Bobby Green,Clay Guida,Lightweight,U-DEC,3,5:00,Win,68%,47,32,15,0,6.45,52%,3.75,62%,1.19,38%,74%,0.3,64%,59,38,21,0,2.64,33%,3.01,61%,3.13,36%,67%,0.6
Tecia Pennington,Brianna Fortino,Women's Strawweight,U-DEC,3,5:00,Win,68%,19,13,6,0,4.74,48%,3.59,61%,0.66,14%,61%,0.1,75%,12,9,3,0,3.53,41%,3.23,57%,2.5,45%,66%,0
Marc-Andre Barriault,Oskar Piechota,Middleweight,Overturned Punches,2,4:50,NC,70%,23,16,7,0,6.19,47%,5.67,52%,0.22,25%,67%,0.1,79%,14,11,3,0,3.3,52%,3.93,51%,0.61,40%,38%,1.5
Gillian Robertson,Cortney Casey,Women's Flyweight,SUB Rear Naked Choke,3,4:36,Win,62%,21,13,8,0,2.61,46%,3.12,56%,2.53,43%,43%,1,50%,20,10,10,0,4.29,39%,4,55%,0.39,31%,39%,0.5
Justin Jaynes,Frank Camacho,Lightweight,KO/TKO Punches,1,0:41,Win,67%,24,16,8,0,3.34,44%,5.33,62%,0.75,40%,20%,1.1,69%,32,22,10,0,6.56,46%,7.44,51%,1.11,31%,73%,0
Lauren Murphy,Roxanne Modafferi,Women's Flyweight,U-DEC,3,5:00,Win,73%,22,16,6,0,4.05,39%,5.25,55%,1.03,25%,69%,0.1,54%,46,25,21,0,3.35,30%,5.7,51%,1.35,23%,30%,0.1
Austin Hubbard,Max Rohskopf,Lightweight,KO/TKO,2,5:00,Win,70%,23,16,7,0,3.83,46%,3.37,56%,1.55,52%,63%,0,83%,6,5,1,0,1.7,31%,5.8,42%,3,33%,0%,1.5
Cynthia Calvillo,Jessica Eye,Women's Flyweight,U-DEC,5,5:00,Win,56%,16,9,6,1,4.41,38%,4.12,64%,1.8,44%,77%,0.8,58%,26,15,11,0,3.86,37%,4.19,55%,0.58,40%,57%,0.5
Marvin Vettori,Karl Roberson,Middleweight,SUB Rear Naked Choke,1,4:17,Win,70%,27,19,7,1,4.56,45%,4.24,56%,1.66,45%,69%,0.5,60%,15,9,6,0,2.57,51%,2.42,57%,0.72,40%,42%,0.5
Charles Rosa,Kevin Aguilar,Lightweight,S-DEC,3,5:00,Win,64%,22,14,8,0,3.08,36%,3.86,47%,1.67,35%,38%,1,77%,22,17,5,0,3.96,40%,4.81,52%,0.16,16%,78%,0
Andre Fili,Charles Jourdain,Featherweight,S-DEC,3,5:00,Win,68%,34,23,11,0,3.85,37%,4.11,51%,2.16,47%,69%,0.3,65%,23,15,7,1,5.56,48%,4.31,57%,0.09,10%,48%,0.6
Jordan Espinosa,Mark De La Rosa,Bantamweight,U-DEC,3,5:00,Win,63%,24,15,9,0,4.22,52%,2.94,57%,0.75,28%,70%,0.2,69%,16,11,5,0,3.13,35%,5,48%,0.54,13%,40%,0.2
Mariya Agapova,Hannah Cifers,Women's Flyweight,SUB Rear Naked Choke,1,2:42,Win,71%,14,10,4,0,4.67,55%,3.82,52%,0.59,66%,47%,0.9,59%,17,10,7,0,4.99,44%,5.39,52%,0.26,100%,64%,0.3
Merab Dvalishvili,Gustavo Lopez,Catch Weight,U-DEC,3,5:00,Win,81%,21,17,4,0,4.5,41%,2.37,57%,6.43,36%,80%,0.3,63%,19,12,6,1,2.48,40%,3.87,57%,1.74,41%,31%,0.7
Julia Avila,Gina Mazany,Women's Bantamweight,KO/TKO Punches,1,0:22,Win,75%,12,9,3,0,2.59,43%,2.86,50%,0.54,33%,50%,0.3,54%,13,7,6,0,3.73,50%,3.52,50%,4.34,52%,33%,0.2
Tyson Nam,Zarrukh Adashev,Bantamweight,KO/TKO Punch,1,0:32,Win,58%,36,21,14,1,3.87,33%,4.97,65%,0,0%,87%,0,50%,8,4,4,0,3.65,40%,3.04,64%,0,0%,100%,0.5
Christian Aguilera,Anthony Ivy,Welterweight,KO/TKO Punches,1,0:59,Win,64%,22,14,8,0,2.54,37%,4.04,48%,0,0%,60%,0,67%,12,8,4,0,2.5,42%,4.57,51%,4.69,20%,100%,0
Amanda Nunes,Felicia Spencer,Women's Featherweight,U-DEC,5,5:00,Win,82%,28,23,5,0,4.55,51%,2.62,57%,2.73,54%,82%,0.7,75%,12,9,3,0,3.21,48%,4.54,45%,1.18,18%,27%,0.2
Cody Garbrandt,Raphael Assuncao,Bantamweight,KO/TKO Punch,2,4:59,Win,70%,20,14,6,0,2.98,40%,3.76,60%,1.03,34%,80%,0,74%,38,28,10,0,3.22,42%,2.5,66%,1.65,39%,78%,0.2
Aljamain Sterling,Cory Sandhagen,Bantamweight,SUB Rear Naked Choke,1,1:28,Win,86%,28,24,4,0,4.61,52%,2.3,58%,2.31,27%,45%,0.7,81%,21,17,4,0,5.33,44%,3.4,58%,1.36,33%,64%,0.3
Neil Magny,Anthony Rocco Martin,Welterweight,U-DEC,3,5:00,Win,71%,41,29,12,0,3.47,46%,2.42,52%,2.17,40%,54%,0.3,74%,23,17,6,0,2.68,37%,2.59,58%,0.71,27%,68%,1
Sean O'Malley,Eddie Wineland,Bantamweight,KO/TKO Punch,1,1:54,Win,95%,19,18,1,0,7.63,61%,3.52,62%,0.35,42%,62%,0.3,59%,41,24,16,1,3.4,29%,3.76,68%,0.34,33%,86%,0.1
Alex Caceres,Chase Hooper,Featherweight,U-DEC,3,5:00,Win,60%,35,21,14,0,4.16,50%,2.93,63%,0.56,68%,64%,0.7,76%,17,13,3,1,4.86,51%,3.59,36%,1.42,22%,55%,2.2
Ian Heinisch,Gerald Meerschaert,Middleweight,KO/TKO Punch,1,1:14,Win,74%,19,14,5,0,3.25,50%,2.98,59%,1.02,17%,59%,0.7,68%,53,36,17,0,3.18,45%,3.37,53%,2.17,38%,34%,1.6
Cody Stamann,Brian Kelleher,Featherweight,U-DEC,3,5:00,Win,75%,28,21,6,1,4.39,47%,3.63,62%,2.34,39%,76%,0,62%,39,24,15,0,3.39,41%,4.64,54%,1.74,41%,60%,0.7
Maki Pitolo,Charles Byrd,Middleweight,KO/TKO Punches,2,1:10,Win,59%,22,13,9,0,4.1,44%,3.93,55%,2.24,52%,50%,0.8,59%,17,10,7,0,3.43,55%,2.63,55%,2.5,50%,40%,1.5
Alex Perez,Jussier Formiga,Flyweight,KO/TKO Kick,1,4:06,Win,75%,32,24,8,0,4.12,46%,3.14,59%,2.26,44%,82%,1,74%,31,23,8,0,1.42,39%,2.34,64%,1.82,35%,87%,0.6
Devin Clark,Alonzo Menifield,Light Heavyweight,U-DEC,3,5:00,Win,61%,23,14,9,0,3.03,54%,3.24,44%,2.17,32%,58%,0.1,79%,19,15,3,1,3.92,57%,3.51,49%,0.67,33%,75%,0.3
