Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win/Loss (Fighter1),Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Thales Leites,Sam Alvey,Middleweight,U-DEC,3,5:00,Win,76%,37,28,9,0,2.13,40%,2.99,52%,2.1,27%,30%,1.1,65%,51,33,18,0,3.28,44%,3.63,52%,0.06,14%,82%,0.1
Brandon Moreno,Dustin Ortiz,Flyweight,SUB Rear Naked Choke,2,4:06,Win,68%,31,21,8,2,3.87,44%,3.63,59%,1.74,46%,63%,0.5,70%,27,19,8,0,2.94,44%,2.17,56%,3.01,36%,52%,0.1
Scott Holtzman,Michael McBride,Lightweight,U-DEC,3,5:00,Win,70%,20,14,6,0,4.32,47%,3.66,55%,1.88,56%,67%,0.2,73%,11,8,3,0,4.08,48%,5.85,40%,1.85,42%,30%,1.2
Danielle Taylor,Jessica Penne,Women's Strawweight,U-DEC,3,5:00,Win,69%,13,9,4,0,2.75,29%,3.31,71%,0.2,20%,70%,0.2,64%,22,14,8,0,2.52,31%,4.75,46%,1.32,21%,36%,0.6
Alexis Davis,Cindy Dandois,Women's Bantamweight,U-DEC,3,5:00,Win,66%,32,21,11,0,4.63,49%,4.45,54%,0.95,44%,34%,0.7,73%,11,8,3,0,3.13,32%,3.4,58%,5,55%,0%,0
Bryan Barberena,Joe Proctor,Welterweight,KO/TKO Punch,1,3:30,Win,60%,30,18,12,0,5.35,48%,4.59,44%,0.13,22%,50%,0.3,69%,16,11,5,0,3.39,36%,3.93,59%,0,0%,70%,1.8
Hector Sandoval,Matt Schnell,Flyweight,KO/TKO Punch,1,4:24,Win,78%,18,14,4,0,3.31,52%,2.33,65%,3.49,25%,71%,1.4,67%,24,16,8,0,4.23,38%,4.56,55%,0.59,44%,50%,1
Demetrious Johnson,Wilson Reis,Flyweight,SUB Armbar,3,4:49,Win,87%,31,27,3,1,3.43,54%,1.66,67%,3.35,56%,65%,0.5,70%,33,23,10,0,1.83,29%,3.04,55%,5.15,42%,47%,0.6
Rose Namajunas,Michelle Waterson-Gomez,Women's Strawweight,SUB Rear Naked Choke,2,2:47,Win,68%,19,13,6,0,3.69,41%,3.51,63%,1.38,47%,59%,0.5,60%,30,18,12,0,3.56,46%,4.19,49%,1.42,32%,70%,0.7
Robert Whittaker,Jacare Souza,Middleweight,KO/TKO Kick,2,3:28,Win,79%,33,26,7,0,4.57,42%,3.45,59%,0.81,38%,82%,0,72%,36,26,10,0,2.53,47%,2.83,62%,2.57,39%,57%,1.3
Renato Moicano,Jeremy Stephens,Featherweight,S-DEC,3,5:00,Win,76%,25,19,5,1,4.38,48%,3.68,60%,1.89,45%,72%,0.6,60%,47,28,19,0,3.17,40%,3.05,58%,1.16,38%,65%,0.4
Alexander Volkov,Roy Nelson,Heavyweight,U-DEC,3,5:00,Win,79%,47,37,10,0,5.1,57%,3,54%,0.49,63%,73%,0.2,61%,36,22,14,0,2.18,36%,4.79,46%,1.14,27%,65%,0.1
Tom Duquesnoy,Patrick Williams,Bantamweight,KO/TKO Elbows,2,0:28,Win,89%,18,16,2,0,3.83,45%,5.3,62%,0.42,25%,46%,0,57%,14,8,6,0,4.12,51%,4.12,52%,2.71,41%,100%,0.5
Rashid Magomedov,Bobby Green,Lightweight,S-DEC,3,5:00,Win,91%,22,20,2,0,4.4,49%,3.05,54%,0.67,57%,89%,0.2,68%,47,32,15,0,6.45,52%,3.75,62%,1.19,38%,74%,0.3
Tim Elliott,Louis Smolka,Flyweight,U-DEC,3,5:00,Win,60%,35,21,13,1,3.39,44%,2.66,56%,3.73,47%,59%,1,65%,26,17,9,0,4.67,47%,4.11,53%,1.69,35%,32%,1.8
Aljamain Sterling,Augusto Mendes,Bantamweight,U-DEC,3,5:00,Win,86%,28,24,4,0,4.61,52%,2.3,58%,2.31,27%,45%,0.7,75%,8,6,2,0,2.42,34%,3.91,56%,1.75,33%,80%,0
Devin Clark,Jake Collier,Light Heavyweight,U-DEC,3,5:00,Win,61%,23,14,9,0,3.03,54%,3.24,44%,2.17,32%,58%,0.1,57%,23,13,10,0,5.8,44%,5.08,50%,0.71,33%,67%,0.6
Anthony Smith,Andrew Sanchez,Middleweight,KO/TKO Kick,3,3:52,Win,66%,56,37,19,0,3.21,48%,4.47,46%,0.49,26%,48%,0.6,65%,20,13,7,0,4.3,43%,5.1,50%,2.55,36%,100%,0
Zak Cummings,Nathan Coy,Welterweight,SUB Guillotine Choke,1,4:21,Win,78%,32,25,7,0,2.96,35%,2.91,55%,0.62,28%,66%,0.6,68%,22,15,7,0,3.88,52%,2.4,61%,3.17,47%,50%,0
Ketlen Vieira,Ashlee Evans-Smith,Women's Bantamweight,U-DEC,3,5:00,Win,82%,17,14,3,0,3.04,41%,3.92,51%,1.51,44%,92%,0.6,50%,12,6,6,0,4.03,34%,4.59,53%,0.95,22%,50%,0
Daniel Cormier,Anthony Johnson,Light Heavyweight,SUB Rear Naked Choke,2,3:37,Win,88%,25,22,3,0,4.25,52%,2.92,54%,1.83,44%,80%,0.4,79%,28,22,6,0,3.25,47%,1.83,60%,2.43,57%,77%,0.6
Gegard Mousasi,Chris Weidman,Middleweight,KO/TKO Knee,2,3:13,Win,84%,50,42,6,2,3.75,50%,1.21,68%,1.59,60%,59%,1.1,70%,23,16,7,0,3.18,45%,3.22,51%,3.44,42%,65%,0.8
Cynthia Calvillo,Pearl Gonzalez,Women's Strawweight,SUB Rear Naked Choke,3,3:45,Win,56%,16,9,6,1,4.41,38%,4.12,64%,1.8,44%,77%,0.8,67%,9,6,3,0,2.23,37%,4.07,57%,1.04,11%,0%,0.5
Thiago Alves,Patrick Cote,Welterweight,U-DEC,3,5:00,Win,61%,38,23,15,0,3.73,41%,3.42,62%,0.71,60%,63%,0.3,68%,34,23,11,0,2.81,48%,3.21,48%,0.68,20%,43%,0.2
Charles Oliveira,Will Brooks,Lightweight,SUB Rear Naked Choke,1,2:30,Win,77%,44,34,10,0,3.39,53%,3.2,51%,2.17,40%,55%,2.8,82%,22,18,4,0,4.26,59%,2.54,56%,2.08,51%,82%,0.3
Myles Jury,Mike de la Torre,Featherweight,KO/TKO Punches,1,3:30,Win,81%,21,17,4,0,2.94,42%,2.16,66%,2.16,55%,50%,0.3,67%,21,14,7,0,3.21,39%,4.75,51%,0.36,16%,83%,0
Kamaru Usman,Sean Strickland,Welterweight,U-DEC,3,5:00,Win,83%,24,20,4,0,4.36,52%,2.74,54%,2.82,45%,89%,0.1,82%,34,28,6,0,5.91,41%,4.33,62%,0.85,64%,77%,0.2
Shane Burgos,Charles Rosa,Featherweight,KO/TKO Punch,3,1:59,Win,83%,18,15,3,0,7.4,52%,6.78,56%,0.43,44%,91%,0.4,64%,22,14,8,0,3.08,36%,3.86,47%,1.67,35%,38%,1
Patrick Cummins,Jan Blachowicz,Light Heavyweight,U-DEC,3,5:00,Win,59%,17,10,7,0,4.26,50%,3.35,55%,4.49,41%,28%,0.1,73%,40,29,10,1,3.41,50%,2.91,53%,1.09,50%,68%,0.3
Gregor Gillespie,Andrew Holbrook,Lightweight,KO/TKO Punch,1,0:21,Win,93%,15,14,1,0,3.74,52%,2.3,57%,6.86,48%,100%,0.8,80%,15,12,3,0,2.2,49%,3,54%,0.85,18%,10%,2.1
Desmond Green,Josh Emmett,Lightweight,S-DEC,3,5:00,Win,74%,31,23,8,0,3.7,46%,2.51,69%,1.62,50%,75%,0,83%,23,19,4,0,4.04,36%,4.61,61%,0.91,37%,46%,0.1
Katlyn Cerminara,Irene Aldana,Women's Bantamweight,S-DEC,3,5:00,Win,75%,24,18,6,0,4.58,34%,4.48,62%,0.31,15%,50%,0.3,68%,22,15,7,0,5.24,40%,6.33,57%,0.16,50%,76%,0.2
Bibulatov Magomed,Jenel Lausa,Flyweight,U-DEC,3,5:00,Win,88%,16,14,2,0,3.6,51%,1.83,52%,2.85,40%,75%,0,58%,12,7,5,0,1.44,42%,3.53,53%,0.55,66%,51%,0.8
Jimi Manuwa,Corey Anderson,Light Heavyweight,KO/TKO Punch,1,3:05,Win,74%,23,17,6,0,3.43,54%,3.97,49%,0.53,18%,70%,0.4,74%,19,14,5,0,4.43,46%,2.22,59%,4.89,50%,83%,0
Gunnar Nelson,Alan Jouban,Welterweight,SUB Guillotine Choke,2,0:46,Win,76%,25,19,5,1,1.84,61%,3,49%,1.9,59%,66%,1,71%,24,17,7,0,5.67,50%,3.77,60%,0.51,44%,58%,0.3
Marlon Vera,Brad Pickett,Catch Weight,KO/TKO Kick,3,3:50,Win,70%,33,23,9,1,4.31,49%,5.48,50%,0.53,39%,70%,0.9,64%,39,25,14,0,3.02,31%,4.63,55%,2.47,44%,58%,0.4
Arnold Allen,Makwan Amirkhani,Featherweight,S-DEC,3,5:00,Win,86%,22,19,3,0,3.39,40%,2.91,61%,1.02,50%,75%,0.4,65%,26,17,9,0,1.33,44%,2.98,46%,3.96,43%,35%,1.1
Joe Duffy,Reza Madadi,Lightweight,U-DEC,3,5:00,Win,76%,21,16,5,0,2.68,34%,3.78,54%,0.96,66%,64%,0.7,70%,20,14,6,0,2.51,46%,3.31,66%,3.17,33%,89%,0.5
Francimar Barroso,Darren Stewart,Light Heavyweight,U-DEC,3,5:00,Win,73%,26,19,7,0,2.77,52%,3.07,59%,2.22,24%,83%,0,60%,20,12,8,0,3.05,45%,3.29,48%,1.75,45%,67%,0.1
Timothy Johnson,Daniel Omielanczuk,Heavyweight,S-DEC,3,5:00,Win,75%,16,12,4,0,3.43,45%,3.08,44%,1.09,24%,69%,0,70%,27,19,8,0,3.09,57%,3.29,47%,0.56,26%,68%,0.1
Leon Edwards,Vicente Luque,Welterweight,U-DEC,3,5:00,Win,88%,25,22,3,0,2.75,53%,2.34,54%,1.25,34%,70%,0.4,67%,33,22,10,1,5.07,52%,5.21,52%,1,53%,62%,0.6
Marc Diakiese,Teemu Packalen,Lightweight,KO/TKO Punch,1,0:30,Win,71%,24,17,7,0,2.54,40%,2.64,52%,3.29,43%,66%,0,73%,11,8,3,0,2.57,54%,3.91,47%,2.31,25%,100%,1.5
Brad Scott,Scott Askham,Middleweight,S-DEC,3,5:00,Win,65%,17,11,6,0,3.52,41%,4.31,57%,0.32,15%,63%,0.7,78%,18,14,4,0,3.03,46%,3.52,52%,0.44,18%,65%,0.7
Lina Lansberg,Lucie Pudilova,Women's Bantamweight,U-DEC,3,5:00,Win,56%,18,10,8,0,2.69,55%,3.87,44%,0.52,27%,47%,0.1,61%,23,14,9,0,3.68,37%,3.83,51%,0.55,27%,66%,0.7
Vitor Belfort,Kelvin Gastelum,Middleweight,Overturned Punch,1,3:52,NC,65%,40,26,14,0,1.59,46%,2.83,50%,1.02,60%,53%,0.6,67%,27,18,9,0,3.55,41%,3.23,58%,0.96,30%,59%,0.1
Mauricio Rua,Gian Villante,Light Heavyweight,KO/TKO Punch,3,0:59,Win,64%,42,27,14,1,3.57,50%,2.79,54%,2.01,48%,49%,0.7,55%,31,17,14,0,4.38,44%,5.47,55%,0.45,23%,83%,0
Edson Barboza,Beneil Dariush,Lightweight,KO/TKO Flying Knee,2,3:35,Win,69%,35,24,11,0,4.18,45%,4.34,57%,0.48,50%,75%,0.1,76%,29,22,6,1,3.78,48%,2.65,57%,1.9,34%,80%,0.9
Ray Borg,Jussier Formiga,Flyweight,U-DEC,3,5:00,Win,72%,18,13,5,0,1.52,52%,1.93,48%,3.89,50%,46%,1,74%,31,23,8,0,1.42,39%,2.34,64%,1.82,35%,87%,0.6
Bethe Correia,Marion Reneau,Women's Bantamweight,M-DEC,3,5:00,Draw,61%,18,11,6,1,4.37,43%,4.93,56%,0.39,18%,85%,0,50%,18,9,8,1,3.2,41%,3.52,59%,0.62,63%,50%,0.8
Alex Oliveira,Tim Means,Welterweight,SUB Rear Naked Choke,2,2:38,Win,65%,34,22,12,0,2.99,51%,2.55,46%,2.35,38%,63%,0.6,69%,48,33,15,0,5.1,49%,3.65,60%,1.16,42%,65%,0.2
Kevin Lee,Francisco Trinaldo,Lightweight,SUB Rear Naked Choke,2,3:12,Win,69%,26,18,8,0,3.88,42%,3.6,50%,3.18,43%,75%,0.8,76%,37,28,9,0,3.13,45%,2.67,60%,0.98,42%,60%,0.5
Sergio Moraes,Davi Ramos,Welterweight,U-DEC,3,5:00,Win,67%,21,14,6,1,2.42,42%,3.73,59%,1.2,38%,75%,0.4,71%,14,10,4,0,2.64,37%,3.44,56%,1.95,40%,83%,0.6
Joe Soto,Rani Yahya,Bantamweight,U-DEC,3,5:00,Win,72%,25,18,7,0,3.36,41%,5.37,67%,0.85,21%,70%,1.9,72%,39,28,11,0,1.59,37%,1.77,50%,2.86,32%,24%,1.9
Michel Prazeres,Joshua Burkman,Lightweight,SUB North-South Choke,1,1:42,Win,87%,30,26,4,0,2.38,47%,2.51,57%,3.94,36%,47%,0.6,64%,44,28,16,0,2.69,43%,3.13,51%,2.53,36%,72%,0.3
Jeremy Kennedy,Rony Jason,Featherweight,U-DEC,3,5:00,Win,92%,12,11,1,0,2.22,46%,2.58,47%,5.73,52%,66%,0,67%,21,14,7,0,2.04,44%,3.14,53%,0.59,30%,36%,0.8
Paulo Costa,Garreth McLellan,Middleweight,KO/TKO Punch,1,1:17,Win,82%,17,14,3,0,6.2,58%,6.38,47%,0.45,75%,80%,0,68%,19,13,6,0,3.56,54%,2.94,45%,1.15,22%,34%,0.9
Tyron Woodley,Stephen Thompson,Welterweight,M-DEC,5,5:00,Win,70%,27,19,7,1,2.36,48%,2.76,54%,1.06,40%,87%,0.4,68%,25,17,7,1,4.11,46%,3.03,54%,0.26,41%,65%,0
David Teymur,Lando Vannata,Lightweight,U-DEC,3,5:00,Win,80%,10,8,2,0,4.69,43%,3.53,55%,0.94,33%,77%,0,57%,21,12,7,2,4.52,45%,4.76,55%,1.09,37%,69%,0.3
Daniel Kelly,Rashad Evans,Middleweight,S-DEC,3,5:00,Win,76%,17,13,4,0,3.62,38%,4.64,61%,1.86,34%,78%,0.3,68%,28,19,8,1,2.14,37%,2.42,63%,2.98,44%,73%,0
Cynthia Calvillo,Amanda Cooper,Women's Strawweight,SUB Rear Naked Choke,1,3:19,Win,56%,16,9,6,1,4.41,38%,4.12,64%,1.8,44%,77%,0.8,38%,8,3,5,0,3.55,44%,3.2,51%,1.53,38%,28%,1.8
Alistair Overeem,Mark Hunt,Heavyweight,KO/TKO Knees,3,1:44,Win,71%,66,47,19,0,3.67,64%,2.44,57%,1.42,55%,73%,0.8,48%,27,13,14,0,2.81,43%,2.9,51%,0.51,55%,64%,0.2
Marcin Tybura,Luis Henrique,Heavyweight,KO/TKO Punches,3,3:46,Win,76%,33,25,8,0,3.6,48%,3.35,55%,1.43,33%,79%,0.1,67%,15,10,5,0,1.81,43%,2.22,47%,3.09,36%,50%,1
Darren Elkins,Mirsad Bektic,Featherweight,KO/TKO Kick,3,3:19,Win,72%,39,28,11,0,3.44,38%,3.27,52%,2.85,35%,56%,1.1,76%,17,13,4,0,2.43,41%,1.8,57%,3.98,52%,92%,0.4
Iuri Alcantara,Luke Sanders,Bantamweight,SUB Kneebar,2,3:13,Win,78%,45,35,10,0,2.72,45%,2.79,49%,1.44,62%,60%,0.8,72%,18,13,5,0,6.61,52%,4.37,50%,0.71,30%,72%,0.2
Mark Godbeer,Daniel Spitz,Heavyweight,U-DEC,3,5:00,Win,76%,17,13,4,0,3.97,53%,3.3,54%,0,0%,28%,0,67%,9,6,3,0,2.6,35%,5.3,46%,0.74,66%,0%,0
Tyson Pedro,Paul Craig,Light Heavyweight,KO/TKO Elbows,1,4:10,Win,67%,15,10,5,0,2.9,59%,2.39,56%,0.76,30%,50%,0.8,68%,25,17,7,1,2.42,46%,2.86,45%,1.76,22%,37%,1.6
Albert Morales,Andre Soukhamthath,Bantamweight,S-DEC,3,5:00,Win,58%,12,7,4,1,3.81,35%,3.96,56%,0.91,35%,70%,0.2,62%,21,13,8,0,2.77,44%,4.31,49%,1.25,53%,58%,0.2
Derrick Lewis,Travis Browne,Heavyweight,KO/TKO Punch,2,3:12,Win,69%,39,27,12,0,2.43,50%,2.48,40%,0.53,26%,53%,0,69%,26,18,7,1,2.93,41%,4.31,42%,1.21,68%,75%,0.2
Johny Hendricks,Hector Lombard,Middleweight,U-DEC,3,5:00,Win,69%,26,18,8,0,3.49,45%,3.99,53%,3.83,46%,63%,0.3,77%,44,34,10,0,3.02,46%,3.35,53%,1.69,48%,77%,0.5
Gavin Tucker,Sam Sicilia,Featherweight,U-DEC,3,5:00,Win,81%,16,13,3,0,4.29,44%,4.18,57%,3.13,44%,53%,1.5,65%,23,15,8,0,2.46,33%,3.55,59%,1.45,43%,70%,0.9
Elias Theodorou,Cezar Ferreira,Middleweight,U-DEC,3,5:00,Win,84%,19,16,3,0,4.19,42%,2.39,53%,1.27,28%,59%,0,62%,21,13,8,0,1.9,42%,2.44,53%,2.69,53%,84%,0.5
Sara McMann,Gina Mazany,Women's Bantamweight,SUB Arm Triangle,1,1:14,Win,68%,19,13,6,0,2.26,46%,1.92,47%,4.38,65%,50%,0.5,54%,13,7,6,0,3.73,50%,3.52,50%,4.34,52%,33%,0.2
Paul Felder,Alex Ricci,Lightweight,KO/TKO Elbow,1,4:44,Win,74%,23,17,6,0,3.7,44%,3.44,48%,0.29,28%,64%,0.2,67%,15,10,5,0,2.48,41%,2.53,64%,0,0%,64%,0
Santiago Ponzinibbio,Nordine Taleb,Welterweight,U-DEC,3,5:00,Win,81%,37,30,7,0,4.9,41%,4.67,61%,0.48,30%,60%,0,68%,22,15,7,0,3.66,51%,2.62,66%,1.94,76%,73%,0
Randa Markos,Carla Esparza,Women's Strawweight,S-DEC,3,5:00,Win,46%,24,11,12,1,2.97,43%,3.1,58%,1.12,28%,52%,0.2,74%,27,20,7,0,2.16,40%,2.69,55%,3.22,35%,47%,0.3
Aiemann Zahabi,Reginaldo Vieira,Bantamweight,U-DEC,3,5:00,Win,85%,13,11,2,0,3.43,43%,3.61,71%,0.2,16%,79%,0,72%,18,13,5,0,3.76,40%,2.89,59%,1.97,27%,25%,0.8
Thiago Santos,Jack Marshman,Middleweight,KO/TKO Kick,2,2:21,Win,67%,33,22,11,0,3.72,48%,2.57,53%,0.88,33%,65%,0.1,70%,33,23,10,0,2.74,25%,4.19,56%,0,0%,20%,0
Gerald Meerschaert,Ryan Janes,Middleweight,SUB Armbar,1,1:34,Win,68%,53,36,17,0,3.18,45%,3.37,53%,2.17,38%,34%,1.6,77%,13,10,3,0,7.69,48%,5.53,59%,0.35,100%,58%,0
Germaine de Randamie,Holly Holm,Women's Featherweight,U-DEC,5,5:00,Win,67%,15,10,5,0,2.57,46%,2,65%,0,0%,65%,0.4,68%,22,15,7,0,3.13,40%,2.92,55%,0.87,30%,76%,0.1
Anderson Silva,Derek Brunson,Middleweight,U-DEC,3,5:00,Win,76%,45,34,11,0,3.05,61%,2.05,60%,0.5,77%,69%,0.8,72%,32,23,9,0,3.51,47%,3.05,51%,3.14,33%,85%,0.6
Jacare Souza,Tim Boetsch,Middleweight,SUB Kimura,1,3:41,Win,72%,36,26,10,0,2.53,47%,2.83,62%,2.57,39%,57%,1.3,62%,34,21,13,0,2.93,50%,2.9,57%,1.45,34%,59%,0.8
Glover Teixeira,Jared Cannonier,Light Heavyweight,U-DEC,3,5:00,Win,79%,42,33,9,0,3.73,49%,4.43,51%,2.11,33%,60%,0.9,74%,23,17,6,0,4.68,52%,4.13,59%,0.44,42%,63%,0
Dustin Poirier,Jim Miller,Lightweight,M-DEC,3,5:00,Win,79%,38,30,8,0,5.45,51%,4.36,53%,1.33,36%,63%,1.4,67%,55,37,18,0,2.99,42%,3.5,56%,1.53,44%,47%,1.7
Belal Muhammad,Randy Brown,Welterweight,U-DEC,3,5:00,Win,88%,26,23,3,0,4.55,43%,3.64,57%,1.98,35%,93%,0.2,78%,23,18,5,0,4.37,46%,3.33,54%,0.78,39%,74%,0.5
Wilson Reis,Yuta Sasaki,Flyweight,U-DEC,3,5:00,Win,70%,33,23,10,0,1.83,29%,3.04,55%,5.15,42%,47%,0.6,72%,29,21,6,2,2.16,41%,2.5,50%,3.03,43%,41%,1.2
Islam Makhachev,Nik Lentz,Lightweight,U-DEC,3,5:00,Win,96%,26,25,1,0,2.46,60%,1.27,61%,3.17,60%,90%,1,71%,42,30,12,0,3.44,47%,3.25,50%,3.3,32%,43%,1.2
Ricky Glenn,Phillipe Nover,Featherweight,S-DEC,3,5:00,Win,69%,32,22,8,2,3.94,43%,4.1,51%,0.55,13%,68%,0.4,55%,20,11,8,1,1.79,35%,2.48,56%,0.99,28%,44%,0.7
Ryan LaFlare,Roan Carneiro,Welterweight,U-DEC,3,5:00,Win,82%,17,14,3,0,2.89,40%,1.86,63%,2.13,44%,58%,0.2,66%,32,21,11,0,1.46,46%,1.82,62%,3.05,42%,83%,1.4
Chan Sung Jung,Dennis Bermudez,Featherweight,KO/TKO Punch,1,2:29,Win,68%,25,17,8,0,3.93,41%,4.52,52%,0.7,44%,72%,0.6,65%,26,17,9,0,4.42,46%,3.07,59%,3.89,40%,82%,1.1
Felice Herrig,Alexa Grasso,Women's Strawweight,U-DEC,3,5:00,Win,58%,24,14,10,0,3.84,37%,5.19,48%,1.08,28%,75%,0.8,80%,20,16,3,1,4.67,43%,3.95,58%,0.41,45%,59%,0.6
James Vick,Abel Trujillo,Lightweight,SUB D'Arce Choke,3,0:49,Win,72%,18,13,5,0,4.13,39%,3.31,60%,0.26,33%,57%,0.7,65%,23,15,8,0,2.65,41%,2.31,59%,2.18,45%,40%,0.4
Volkan Oezdemir,Ovince Saint Preux,Light Heavyweight,S-DEC,3,5:00,Win,73%,26,19,7,0,4.59,47%,3.92,55%,0.57,33%,80%,0.1,61%,44,27,17,0,3.03,47%,3.32,47%,1.1,36%,67%,0.5
Marcel Fortuna,Anthony Hamilton,Heavyweight,KO/TKO Punch,1,3:10,Win,75%,12,9,3,0,3.83,46%,4.52,64%,0.45,8%,75%,0.5,63%,24,15,9,0,3.91,65%,3.02,45%,2.62,42%,78%,0
Jessica Andrade,Angela Hill,Women's Strawweight,U-DEC,3,5:00,Win,68%,38,26,12,0,6.62,50%,5.37,55%,2.37,55%,72%,0.3,55%,29,16,13,0,5.44,50%,4.94,61%,0.73,34%,75%,0.1
Adam Milstead,Curtis Blaydes,Heavyweight,Overturned,2,0:59,NC,67%,12,8,4,0,3.85,46%,4.79,43%,0,0%,64%,0,82%,22,18,4,0,3.53,50%,1.83,59%,5.72,53%,31%,0
Chas Skelly,Chris Gruetzemacher,Featherweight,SUB Rear Naked Choke,2,2:01,Win,86%,22,19,3,0,2.01,40%,3.21,49%,1.74,34%,39%,2.3,75%,20,15,5,0,6.18,57%,4.96,52%,0.21,50%,65%,0
Ricardo Ramos,Michinori Tanaka,Bantamweight,U-DEC,3,5:00,Win,73%,22,16,6,0,3.21,37%,3.74,57%,3.02,60%,72%,0.7,79%,14,11,3,0,1.97,37%,1.99,50%,2.4,38%,43%,0.2
Tecia Pennington,Bec Rawlings,Women's Strawweight,U-DEC,3,5:00,Win,68%,19,13,6,0,4.74,48%,3.59,61%,0.66,14%,61%,0.1,47%,15,7,8,0,4.48,42%,5.66,57%,0.71,40%,68%,0.4
Alex Morono,Niko Price,Welterweight,Overturned Punch,2,5:00,NC,73%,33,24,9,0,4.87,40%,4.16,58%,0.32,22%,55%,0.4,68%,22,15,7,0,5.46,42%,5.6,48%,0.7,20%,64%,0.7
Khalil Rountree Jr.,Daniel Jolly,Light Heavyweight,KO/TKO Knees,1,0:52,Win,74%,19,14,5,0,3.84,39%,4.18,50%,0,0%,58%,0.1,63%,8,5,3,0,1.32,46%,3.39,44%,2.83,33%,50%,0
Valentina Shevchenko,Julianna Pena,Women's Bantamweight,SUB Armbar,2,4:29,Win,82%,28,23,4,1,3.28,52%,2.11,62%,2.56,63%,71%,0.4,71%,17,12,5,0,3.16,47%,2.3,50%,1.94,55%,23%,0.8
Jorge Masvidal,Donald Cerrone,Welterweight,KO/TKO Punches,2,1:00,Win,67%,52,35,17,0,4.05,47%,3.05,64%,1.38,59%,72%,0.3,68%,53,36,17,0,4.41,46%,4.48,53%,1.16,33%,73%,1.2
Francis Ngannou,Andrei Arlovski,Heavyweight,KO/TKO Punch,1,1:32,Win,85%,20,17,3,0,2.33,41%,2.16,41%,0.76,62%,71%,0.3,60%,57,34,23,0,3.78,45%,3.2,57%,0.38,36%,76%,0.2
Jason Knight,Alex Caceres,Featherweight,SUB Rear Naked Choke,2,4:21,Win,80%,25,20,5,0,2.95,33%,3.02,51%,1.31,31%,47%,1.7,60%,35,21,14,0,4.16,50%,2.93,63%,0.56,68%,64%,0.7
Sam Alvey,Nate Marquardt,Middleweight,U-DEC,3,5:00,Win,65%,51,33,18,0,3.28,44%,3.63,52%,0.06,14%,82%,0.1,63%,56,35,19,2,2.71,49%,2.32,55%,1.87,51%,70%,0.8
Raphael Assuncao,Aljamain Sterling,Bantamweight,S-DEC,3,5:00,Win,74%,38,28,10,0,3.22,42%,2.5,66%,1.65,39%,78%,0.2,86%,28,24,4,0,4.61,52%,2.3,58%,2.31,27%,45%,0.7
Li Jingliang,Bobby Nash,Welterweight,KO/TKO Punch,2,4:45,Win,70%,27,19,8,0,4.46,42%,3.84,57%,1.25,41%,60%,0,67%,12,8,4,0,3.42,37%,3.95,51%,2.37,33%,100%,1.6
Jordan Johnson,Henrique da Silva,Light Heavyweight,U-DEC,3,5:00,Win,100%,10,10,0,0,3.45,47%,2.64,53%,3.25,42%,100%,1.2,74%,19,14,5,0,3.89,60%,5.28,40%,0.25,14%,22%,0.2
Eric Spicely,Alessio Di Chirico,Middleweight,SUB Triangle Choke,1,2:14,Win,67%,18,12,6,0,3.71,45%,5.72,55%,1.31,20%,75%,1,65%,20,13,7,0,3.32,39%,3.44,61%,1.46,39%,83%,0
Marcos Rogerio de Lima,Jeremy Kimball,Light Heavyweight,KO/TKO Punches,1,2:27,Win,67%,33,22,10,1,3.7,57%,2.9,51%,1.4,45%,59%,0.5,65%,23,15,8,0,2.81,46%,3.84,49%,1.41,20%,50%,0
Alexandre Pantoja,Eric Shelton,Flyweight,S-DEC,3,5:00,Win,84%,32,27,5,0,4.32,49%,3.9,50%,2.2,48%,67%,1,67%,18,12,6,0,2.57,42%,1.88,63%,2.83,51%,46%,0.2
Jason Gonzalez,JC Cottrell,Lightweight,SUB D'Arce Choke,1,3:54,Win,69%,16,11,5,0,3.06,39%,3.13,58%,0,0%,30%,1,77%,22,17,5,0,0.79,25%,2.75,45%,0.79,100%,50%,0
Yair Rodriguez,BJ Penn,Featherweight,KO/TKO Punches,2,0:24,Win,76%,21,16,5,0,4.65,46%,3.99,52%,0.69,27%,58%,0.7,50%,32,16,14,2,2.76,48%,3.2,56%,1.19,55%,74%,0.5
Joe Lauzon,Marcin Held,Lightweight,S-DEC,3,5:00,Win,64%,44,28,16,0,2.84,39%,5.39,54%,2.39,45%,54%,2,77%,30,23,7,0,1.41,34%,2.02,47%,2.46,46%,37%,1.3
